52592	① 멀리 떨어져 있다; ~을 멀리하다 ② 동의하지 않다 ③[채권자 등]을 피하다 ④[고용인]을 일시 해고하다	"① 멀리 떨어져 있다; ~을 멀리하다 ② 동의하지 않다 ③[채권자 등]을 피하다 ④[고용인]을 일시 해고하다"
52593	서먹서먹한	"서먹서먹한"
52594	떨어져 있기	"떨어져 있기"
52595	교착 상태	"교착 상태"
52941	새 실마리를 얻다 ②(햇빛 따위가)[구름 사이]에서 나타나다 ③[법률·관습 따위]를 어기다	"새 실마리를 얻다 ②(햇빛 따위가)[구름 사이]에서 나타나다 ③[법률·관습 따위]를 어기다"
52942	해결	"해결"
52943	돌파하다; (노력 끝에) 성공을 거두다	"돌파하다; (노력 끝에) 성공을 거두다"
52944	① (~을) 뚫고 지나가다	"① (~을) 뚫고 지나가다"
52945	중요한	"중요한"
52946	획기적인	"획기적인"
52947	~을 위반하다	"~을 위반하다"
52948	발전	"발전"
52949	혁신	"혁신"
78867	안녕 [인사]	안녕 [인사
78882	의사 [호칭]	의사 [호칭
79041	[도로를]재포장하다	도로를]재포장하다
80579	① ~없이 지내다[때우다]	① ~없이 지내다[때우다
80953	공개하다	"공개하다"
80954	출시하다	"출시하다"
80955	개봉하다	"개봉하다"
80956	감금·속박 따위에서 해방하다	"감금·속박 따위에서 해방하다"
80957	발표하다	"발표하다"
80958	발매하다	"발매하다"
82068	머리카락	"머리카락"
82070	섬유	"섬유"
82072	털	"털"
82073	공휴일	"공휴일"
82074	휴일	"휴일"
82076	휴가	"휴가"
82078	명절	"명절"
82079	축제일	"축제일"
82311	매출	"매출"
82314	수익	"수익"
82315	수입	"수입"
82316	세입	"세입"
82317	순이익	"순이익"
83372	가지고 가는 [음식]	가지고 가는 [음식
83472	[역할등을] 맡다	역할등을] 맡다
83485	[~와]관계없이	~와]관계없이
85072	[그리스어] 집	그리스어] 집
86624	[참석여부를 알리는] 회답을 하다	참석여부를 알리는] 회답을 하다
86820	[모두]보상하다	모두]보상하다
86864	편의를 도모하다, 수용하다	편의를 도모하다 | 수용하다
86865	붙박이의, 장착된	붙박이의 | 장착된
86898	부족	"부족"
86899	부족하다	"부족하다"
87165	[명] 서류	명] 서류
87166	[동] 문서에 기록하다.	동] 문서에 기록하다.
87952	복사 [가산]	복사 [가산
88169	[전치사]게다가	전치사]게다가
88738	[가격 측면에서] 구입이 용이성	가격 측면에서] 구입이 용이성
88746	[산길 등] 험한 지형에서도 탈수 있는	산길 등] 험한 지형에서도 탈수 있는
89079	소질, 재능	소질|재능
89449	(일)	(일
89450	(행사등이)순조롭게 진행되다	행사등이)순조롭게 진행되다
89553	조직[의]	조직[의
89562	조심하다, 주의하다	조심하다|주의하다
90147	착취, 횡령, 착취하다, 바가지, 바가지 씌우다	착취|횡령|착취하다|바가지|바가지 씌우다
90148	날카로운, 최첨단의	날카로운|최첨단의
90159	식량, 양식	식량|양식
90162	순식간의, 순간적인, 몇 분의 1초도 틀리지 않는	순식간의|순간적인|몇 분의 1초도 틀리지 않는
90163	유연하게, 유순하게	유연하게|유순하게
90164	지저분함, 누추함, 비열함	지저분함|누추함|비열함
90285	낡은, 지친	낡은|지친
90295	침착한, 냉정한	침착한|냉정한
90296	별명, 별칭	별명|별칭
90302	줄 수 없는, 엄청 비싼	줄 수 없는|엄청 비싼
90310	후유증들, 결과들(복수형)	후유증들|결과들(복수형)
90311	(더 높은 위치)	(더 높은 위치
90312	(등급으로) 뛰어 넘다, (놀이) 등 짚고 뛰어넘기	등급으로) 뛰어 넘다|(놀이) 등 짚고 뛰어넘기
90316	돌팔이 의사의, 엉터리의	돌팔이 의사의|엉터리의
90317	지진의, 진동의, (정도가) 큰, 심한	지진의|진동의|(정도가) 큰|심한
91780	① ~의 앞을[에]	① ~의 앞을[에
91781	[으로] ② ~보다 앞서서	으로] ② ~보다 앞서서
91799	~을 받다[당하다]	~을 받다[당하다
91806	①[옷·모자·안경 따위]를 입다[쓰다]	①[옷·모자·안경 따위]를 입다[쓰다
91807	[걸치다] ② ~을 가장하다	걸치다] ② ~을 가장하다
91808	~인 체하다 ③ ~을 일하게 하다; (일 등에) ~을 임명하다;[임시 열차]를 운행[증편]하다 ④ ~을 상연하다;[쇼·음악회 따위]를 개최하다;[프로 따위]를 방송[방영]하다 ⑤[수·양·속도 따위]를 늘리다 ⑥ (경기에서)[점수]를 따다⑦[시계 따위]를 앞으로 돌리다	~인 체하다 ③ ~을 일하게 하다; (일 등에) ~을 임명하다;[임시 열차]를 운행[증편]하다 ④ ~을 상연하다;[쇼·음악회 따위]를 개최하다;[프로 따위]를 방송[방영]하다 ⑤[수·양·속도 따위]를 늘리다 ⑥ (경기에서)[점수]를 따다⑦[시계 따위]를 앞으로 돌리다 ⑧ 《진행형으로》 《美속어》[남]을 감쪽같이
93481	사 가져가는 [요리]	사 가져가는 [요리
93581	확신시키다	"확신시키다"
93583	안심시키다	"안심시키다"
94165	성탄절[12월 25일]	성탄절[12월 25일
94174	[달의] 코페르니쿠스 분화구	달의] 코페르니쿠스 분화구
94254	구아(歐亞) [유럽과 아시아를 일체로 본 명칭]	구아(歐亞) [유럽과 아시아를 일체로 본 명칭
95271	[서술형용사] [이름이] …라고 불리는	서술형용사] [이름이] …라고 불리는
95299	바가지[물건가격]	바가지[물건가격
95319	질문	"질문"
95320	묻다	"묻다"
95321	의문	"의문"
95322	문제	"문제"
95323	의심	"의심"
95324	(집회 등에서 발언자의 탈선에 주의를 환기하며) 본론으로 돌아가시오!; 이의 있소!	"(집회 등에서 발언자의 탈선에 주의를 환기하며) 본론으로 돌아가시오!; 이의 있소!"
95325	다 된	"다 된"
95326	알았어!	"알았어!"
95327	좋아!	"좋아!"
95328	마친	"마친"
95329	끝난	"끝난"
95330	완성된	"완성된"
95331	익은	"익은"
95350	팔방미인[실제로 매우 잘 하는 것은 별로 없이 이것 저것 다 하는]	팔방미인[실제로 매우 잘 하는 것은 별로 없이 이것 저것 다 하는
95451	십대 초반 청소년[11-12세]	십대 초반 청소년[11-12세
95464	3층인[3층으로 이루어진]	3층인[3층으로 이루어진
95489	가지고 가는 음식[을 파는 가게]	가지고 가는 음식[을 파는 가게
95494	[급강하 후의] 수평 비행; 철수	급강하 후의] 수평 비행; 철수
95511	정책 입안자[국회의원]	정책 입안자[국회의원
95523	지우다	"지우다"
95524	맑은	"맑은"
95525	치우다	"치우다"
95526	(정치인 등) 청렴한 인사	"(정치인 등) 청렴한 인사"
95527	청소하다	"청소하다"
95528	깨끗한	"깨끗한"
95558	격리하다 ⑦ 《속어》[(병든) 동물 따위]를 안락사시키다;[사람]을 죽이다;[죽은 사람]을 매장하다 ⑧ 《속어》 ~을 저당잡히다	격리하다 ⑦ 《속어》[(병든) 동물 따위]를 안락사시키다;[사람]을 죽이다;[죽은 사람]을 매장하다 ⑧ 《속어》 ~을 저당잡히다 ⑨ 《속어》 (경기에서)[상대
95618	① ~을 좋아하다[바라다]	① ~을 좋아하다[바라다
96160	부주의한	"부주의한"
96161	즉석에서	"즉석에서"
96162	준비 없이	"준비 없이"
96185	손을 옮겨가며; 두손을 번갈아; 손을 번갈아(몇 번이나) 움직여서	손을 옮겨가며; 두손을 번갈아; 손을 번갈아(몇 번이나)[움직여서
96679	초대형[의]	초대형[의
96904	구조, 성질, 화장, 꾸밈	구조|성질|화장|꾸밈
97039	가축	(가축
97040	(애완동물) 종자	애완동물)종자
97051	최고 수준이 아닌	"최고 수준이 아닌"
97052	2류의	"2류의"
97053	추.구	"추.구"
97080	부풀다.	부풀다. (양
97081	(크기) 커지다.	크기)커지다.
97116	항공:여행할 때 소지한 짐	항공:여행할 때 소지한]짐
97408	직선	"직선"
97409	똑바로	"똑바로"
97410	연속한	"연속한"
97411	[어떤 것]을 이해하다; 정리하다	"[어떤 것]을 이해하다; 정리하다"
97412	곧장	"곧장"
97413	바로	"바로"
97414	인수하다 ③ (대신해서) 우세해지다	"인수하다 ③ (대신해서) 우세해지다"
97415	인계	"인계"
97416	①[일 따위]를 이어[인계]받다 ②[가게 따위]를 양도받다	"①[일 따위]를 이어[인계]받다 ②[가게 따위]를 양도받다"
97417	인수	"인수"
97418	탈취	"탈취"
97419	제한·속박·억압이 전혀 없는 상태	"제한·속박·억압이 전혀 없는 상태"
97420	석방	"석방"
97421	자유	"자유"
97425	물리치다	"물리치다"
97426	거절	"거절"
97427	접은	"접은"
97428	약하게 하다 ④ (사람·차 따위가) 옆길로 들어서다 ⑤ (경제·경기 따위가) 나빠지다	"약하게 하다 ④ (사람·차 따위가) 옆길로 들어서다 ⑤ (경제·경기 따위가) 나빠지다"
97429	각하(却下)하다 ②[트럼프 따위]를 엎어놓다 ③ ~을 가늘게 하다	"각하(却下)하다 ②[트럼프 따위]를 엎어놓다 ③ ~을 가늘게 하다"
97430	① ~을 거절하다	"① ~을 거절하다"
97431	접을 수 있는	"접을 수 있는"
97471	~에 견디다 ⑤ (세밀히) ~을 조사	~에 견디다 ⑤  (세밀히) ~을 조사[검토
97472	검사하다 ⑥ ~을 다 써버리다; (옷·신발 따위가) 해지다 ⑦ (책이) 판을 거듭하다	검사]하다 ⑥ ~을 다 써버리다; (옷·신발 따위가) 해지다 ⑦ (책이) 판을 거듭하다 ⑧ (신청·계획
97771	요금 바가지	요금]바가지
97853	《구어》 ① (수사·형용사·과거분사 앞에서) 거의	《구어》 ① (수사·형용사·과거분사 앞에서》 거의
97862	① 《부분부정》 반드시[꼭] ~하지는 않다[~은 아니다] ② 《구어》 ~은 아니나	① 《부분부정》 반드시[꼭] ~하지는 않다[~은 아니다] ② 《구어》 ~은 아니나[지만
97869	너무 고마워서	(너무 고마워서
97870	너무 좋아서 곤혹스러운 일	너무 좋아서) 곤혹스러운 일
98069	~을 열심히 듣다[보다]	~을 열심히 듣다[보다
98075	방해하다 ③ 갑자기 ~하(기 시작하)다 ④[직업·분야 따위]에 일자리를 얻다[진출하다] ⑤[비상용 물자]에 손을 대다 ⑥ ~를 파먹다[파고들다]	방해하다 ③ 갑자기 ~하(기 시작하)다 ④[직업·분야 따위]에 일자리를 얻다[진출하다] ⑤[비상용 물자]에 손을 대다 ⑥ ~를 파먹다[파고들다
98076	[어떤 것]을 이해하다; 정리하다	어떤 것]을 이해하다; 정리하다
98095	무장을 하고[하여]	무장을 하고[하여
98141	들어내다 ② (산책 따위에) ~을 데리고 나가다 ③[얼룩 따위]를 빼다 ④[면허·전매권 따위]를 따다	"들어내다 ② (산책 따위에) ~을 데리고 나가다 ③[얼룩 따위]를 빼다 ④[면허·전매권 따위]를 따다"
98142	테이크아웃 음식	"테이크아웃 음식"
98143	출발하다	"출발하다"
98144	① ~을 꺼내다	"① ~을 꺼내다"
98145	사가지고 갈 수 있는	"사가지고 갈 수 있는"
98146	꺼내기	"꺼내기"
98147	취득하다 ⑤ 떠나다	"취득하다 ⑤ 떠나다"
98212	① ~을 구획[설계]	① ~을 구획[설계
98213	계획하다	계획]하다
98816	처방전 없이 살 수 있는 [약]	처방전 없이 살 수 있는 [약
98878	나팔 울려 퍼지다	나팔]울려 퍼지다
99057	야울(강)	야울(강
99058	바다의 얕은 곳	바다의 얕은 곳)
99067	독	(독
99068	(바늘.가시 따위로) 찌르다	바늘.가시 따위로)찌르다
99098	형	(형
99099	(부) 시간이나 날수로 일하는	부)시간이나 날수로 일하는
99743	유럽적인, 유럽의, 유럽사람	유럽적인|유럽의|유럽사람
99813	(실패 따위가[를]) ~에게 불리해지다	(실패 따위가[를]) ~에게 불리해지다[하다고 생각하다
99847	조만간	"조만간"
99848	① 《명사적·부사적》 얼마 (동안) ② 언젠가는	"① 《명사적·부사적》 얼마 (동안) ② 언젠가는"
99849	이전에	"이전에"
99850	어느 때	"어느 때"
99851	머지 않아	"머지 않아"
99852	언제	"언제"
99853	어느 시점	"어느 시점"
99865	시대에 뒤진[뒤져]; 무효의[로]	시대에 뒤진[뒤져]; 무효의[로
100040	안정(安定)하다[시키다]	안정(安定)하다[시키다
100046	일의 진전 따위를 가로막다	일의 진전 따위]를 가로막다
100266	말투가 빈정대는	말투가]빈정대는
100273	스와힐리[아프리카어]	스와힐리[아프리카어
100763	다른 일의사전 준비가 되는 것. 앞서가는 것	(다른 일의사전 준비가 되는 것. 앞서가는 것
101177	소용돌이	"소용돌이"
101178	회전	"회전"
101179	회전 소용돌이	"회전 소용돌이"
101574	물건, 물체, 반대하다	물건|물체|반대하다
102053	[미] 공공 화장실	미]공공 화장실
103680	타타르(우랄산맥 서쪽)	타타르(우랄산맥 서쪽
103681	볼가강과 그 지류인 카마강 유역에 사는 투르크 어계(語系)의 종족.	볼가강과 그 지류인 카마강 유역에 사는 투르크 어계(語系)의 종족.)
103710	질이나 양이 빈약한, 불충분한	질이나 양이] 빈약한|불충분한
103744	외부의 영향을 막는, 격리된, 절연된, 단열된	외부의 영향을 막는|격리된|절연된|단열된
104769	소수[0.75]	소수[0.75
105953	불간섭주의[의]	불간섭주의[의
107615	식물군락의 하층	식물군락의]하층
108089	작화증 [조작된 이야기로 기억의 결함을 메꾸려는 것]	작화증 [조작된 이야기로 기억의 결함을 메꾸려는 것
108094	강직증 [부동자세를 취하는 행동장애]	강직증 [부동자세를 취하는 행동장애
108301	게실[창자곁주머니]	게실[창자곁주머니
108309	위관절[가관절]	위관절[가관절
108882	시간	(시간
108883	(돈을) 쓰다	돈을) 쓰다
108974	동물	(동물
108975	(아기) 먹다	아기)먹다
108982	날씨	(날씨
108983	(사건 등을) 예보하다	사건 등을)예보하다
109516	어떤 일에 쓸 수 있는 기간	어떤 일에 쓸 수 있는] 기간
109988	출시하다, 발표하다, 석방하다	출시하다 | 발표하다 | 석방하다
111279	지내다	"지내다"
111280	건너다	"건너다"
111308	생각하다	"생각하다"
111309	생갇하다	"생갇하다"
111316	일어나다; 서다	"일어나다; 서다"
111317	일어나다	"일어나다"
111322	나가다	"나가다"
111323	타다	"타다"
111329	지내다	"지내다"
111330	걷다	"걷다"
112924	비격식	(비격식
112925	(특히 부정한 이득의) 몫	특히 부정한 이득의) 몫
113863	[신어] 태생을 물고 늘어지는 사람들에 대한 비하어. 버락 오바마가 미국태생이 아니라고 비난하는 사람들을 특히 지칭.	신어] 태생을 물고 늘어지는 사람들에 대한 비하어. 버락 오바마가 미국태생이 아니라고 비난하는 사람들을 특히 지칭.
116538	[특히 법정에서] 반대심문하다; 상세히 묻다	특히 법정에서]반대심문하다; 상세히 묻다
116675	심근[층]	심근[층
116685	혈액 교차시험	혈액]교차시험
118427	가스 절연 개폐장치	"가스 절연 개폐장치"
118428	가스절연개폐장치	"가스절연개폐장치"
119395	남자 동생(나이 어린 남자형제)	남자 동생(나이 어린 남자형제
119990	[악기를] 조율하다; [엔진 등을] 조정하다; 연습[예행연습]하다	악기를]] 조율하다; [[엔진 등을]] 조정하다; 연습[예행연습]하다
119991	[구어] 불쾌함	구어] 불쾌함
120227	[라틴어] 출산	라틴어] 출산
121073	닳아빠진[진부한]	닳아빠진[진부한
121074	흔해빠진	흔해빠진]
121076	지친[녹초가 된]	지친[녹초가 된
121995	[컴퓨터] 래스터화하다. 벡터를 픽셀로 변환하다.	컴퓨터] 래스터화하다. 벡터를 픽셀로 변환하다.
125506	주변부	"주변부"
125507	교외	"교외"
125508	근교	"근교"
125509	변두리	"변두리"
125510	외곽	"외곽"
126004	과일	(과일
126005	(채소에서 벗겨 놓은) 껍질	채소에서 벗겨 놓은)껍질
127187	[고유] 바이버	고유] 바이버
127418	[형용사] (성격이) 느긋한	형용사](성격이) 느긋한
127419	[형용사] (비격식) 두 눈이 반짝반짝 빛나는	형용사](비격식) 두 눈이 반짝반짝 빛나는
128461	간접적	(간접적
128462	(비의도적) 미묘한 차별	비의도적)미묘한 차별
128471	[고유] 핀터레스트	고유] 핀터레스트
128483	능력	(능력
128484	(자질 등이) 타고나는	자질 등이) 타고나는
128520	점점 커지는 [확장되는]	점점 커지는 [확장되는
128679	(특히 정치) 아무것도 안하는 게으름벵이	특히 정치) 아무것도 안하는 게으름벵이
128963	[고유] 라푼젤	고유] 라푼젤
